day_of_year,reservoir_storage
1,407953.7
2,411739.619048
3,410662.142857
4,407874.52381
5,403805.047619
6,400028.714286
7,398903.380952
8,398769.380952
9,398641.095238
10,400573.428571
11,400937.666667
12,400822.380952
13,401125.285714
14,405162.095238
15,409213.761905
16,412246.0
17,414456.571429
18,416350.047619
19,419543.52381
20,422978.238095
21,438488.45
22,427152.047619
23,429126.761905
24,430823.190476
25,434679.238095
26,438873.904762
27,440081.809524
28,439026.0
29,438636.809524
30,438289.0
31,438523.904762
32,438654.52381
33,439954.0
34,442964.142857
35,443593.0
36,444046.619048
37,442490.714286
38,441326.47619
39,440799.095238
40,442845.380952
41,441975.047619
42,442580.904762
43,444090.666667
44,445394.047619
45,448635.857143
46,449212.904762
47,448983.142857
48,448936.571429
49,448398.0
50,449308.333333
51,449946.35
52,459074.8
53,456423.761905
54,459638.809524
55,463126.52381
56,465760.952381
57,468677.238095
58,473481.380952
59,478472.095238
60,496926.157895
61,485274.571429
62,491434.0
63,499466.857143
64,504855.571429
65,510203.238095
66,515954.571429
67,519735.1
68,524361.952381
69,529052.619048
70,533779.285714
71,539029.285714
72,541803.619048
73,544094.190476
74,547989.190476
75,551784.142857
76,555950.619048
77,559083.52381
78,561412.52381
79,563594.952381
80,566048.285714
81,569062.238095
82,574243.238095
83,581009.809524
84,595327.5
85,598671.7
86,591678.428571
87,594409.952381
88,597457.714286
89,600570.190476
90,603910.52381
91,607605.333333
92,610614.666667
93,615383.047619
94,620838.904762
95,624922.190476
96,627546.238095
97,630225.142857
98,633424.571429
99,636174.857143
100,638667.666667
101,641428.238095
102,644217.952381
103,648229.571429
104,651972.333333
105,655376.761905
106,658289.809524
107,660535.190476
108,662915.238095
109,665720.142857
110,668969.0
111,672116.904762
112,675434.428571
113,679081.952381
114,682510.714286
115,685744.952381
116,689267.238095
117,692945.0
118,696928.333333
119,700444.619048
120,703763.47619
121,708276.380952
122,713246.809524
123,717222.666667
124,720346.666667
125,723053.333333
126,725111.47619
127,726923.0
128,728784.904762
129,731347.714286
130,747436.55
131,735202.047619
132,736726.0
133,738082.380952
134,739398.904762
135,740768.190476
136,743063.047619
137,747833.380952
138,748520.285714
139,751448.285714
140,753030.904762
141,754608.571429
142,746233.3
143,758027.0
144,760548.380952
145,763378.904762
146,766323.0
147,769351.238095
148,772419.47619
149,766782.0
150,777663.904762
151,779764.47619
152,773922.05
153,782670.0
154,783696.714286
155,784986.333333
156,786752.238095
157,788120.238095
158,789240.190476
159,789542.428571
160,789770.666667
161,790247.47619
162,790561.285714
163,790233.333333
164,790010.047619
165,789428.571429
166,788579.761905
167,787449.428571
168,785582.666667
169,783577.0
170,781393.52381
171,779257.666667
172,777039.380952
173,774709.0
174,771990.666667
175,769435.380952
176,766943.333333
177,764077.761905
178,760941.190476
179,757983.047619
180,754620.857143
181,751128.619048
182,747134.809524
183,743621.428571
184,754015.421053
185,737306.0
186,733908.619048
187,730603.4
188,726405.380952
189,722239.190476
190,718410.142857
191,714641.571429
192,710384.285714
193,706112.095238
194,701881.952381
195,697670.380952
196,693300.238095
197,688735.142857
198,682274.238095
199,675810.55
200,669176.047619
201,663399.0
202,657906.619048
203,652533.333333
204,647021.619048
205,641840.761905
206,636905.095238
207,632233.380952
208,627731.619048
209,623051.35
210,633352.1
211,613893.47619
212,609727.428571
213,605633.666667
214,601852.857143
215,598215.047619
216,594645.142857
217,591335.904762
218,587982.238095
219,584993.0
220,582117.809524
221,579089.285714
222,576276.428571
223,573583.333333
224,571238.809524
225,568921.142857
226,566659.666667
227,564145.285714
228,561683.238095
229,559376.380952
230,557202.52381
231,554929.333333
232,552689.714286
233,550812.142857
234,565312.95
235,547185.761905
236,545411.666667
237,543933.142857
238,542408.095238
239,540784.571429
240,539384.095238
241,555031.25
242,536570.095238
243,535066.428571
244,533687.714286
245,532355.666667
246,530896.142857
247,529214.761905
248,527767.952381
249,526260.380952
250,541824.35
251,523232.571429
252,535934.65
253,520794.809524
254,519814.571429
255,518729.095238
256,517640.238095
257,516527.285714
258,532255.15
259,528323.4
260,526961.4
261,511694.190476
262,510524.904762
263,509194.761905
264,507727.761905
265,506135.52381
266,504510.47619
267,502857.238095
268,501234.095238
269,499565.571429
270,497671.761905
271,495511.857143
272,493513.285714
273,491302.380952
274,499918.210526
275,487048.952381
276,484821.0
277,482684.47619
278,480607.428571
279,478410.619048
280,476086.952381
281,474055.857143
282,472195.571429
283,470181.809524
284,467993.714286
285,465844.333333
286,463754.619048
287,461531.095238
288,459144.047619
289,456732.52381
290,454516.571429
291,452341.142857
292,450137.333333
293,448142.0
294,446262.095238
295,444291.857143
296,442196.666667
297,440350.142857
298,439350.095238
299,437797.666667
300,435895.142857
301,433875.47619
302,429916.65
303,430265.095238
304,428439.571429
305,426698.52381
306,425021.857143
307,423361.571429
308,421511.952381
309,419808.047619
310,418125.095238
311,416626.428571
312,415171.857143
313,429474.473684
314,424685.1
315,422880.75
316,409177.619048
317,407731.666667
318,406390.285714
319,405393.142857
320,404274.333333
321,403162.380952
322,402103.761905
323,401696.285714
324,400875.238095
325,400023.952381
326,399143.809524
327,398137.333333
328,397215.238095
329,396142.428571
330,394977.190476
331,393691.904762
332,392390.285714
333,390873.285714
334,389808.952381
335,389191.857143
336,389573.047619
337,389556.333333
338,390030.47619
339,389331.047619
340,389397.380952
341,388576.47619
342,387816.857143
343,386901.190476
344,386387.142857
345,386981.952381
346,388869.904762
347,392638.47619
348,393182.666667
349,392836.571429
350,390845.47619
351,388844.380952
352,389160.190476
353,391528.0
354,392675.142857
355,392193.809524
356,393798.666667
357,395385.52381
358,394751.761905
359,392713.238095
360,390709.904762
361,387549.238095
362,386550.190476
363,385920.761905
364,383845.333333
365,394632.238095
366,379781.4
